review_text,rating,review_date
"this is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form boa, i'm soory!!!",1,2024-09-07
"shockingly bad! even when it decides to work, it's painfully slow and frustrating. such a shame that it has become a stain on an extraordinary bank",1,2024-09-06
"it crashes frequently. it launches on android 8.1 but i don't think it actually works on versions less than 10. if so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. it was so much better three months ago, upgrades should be for the better.",1,2024-09-06
awesome application. but lately its crashing everytime i opened it.,4,2024-09-05
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ app እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05
fast one,3,2024-09-04
nice looking app but a terrible user experience.,1,2024-09-03
the worest mb app ever!!🙄,1,2024-09-02
it is ok,5,2024-09-01
plz fix the apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30
apollo's,1,2024-08-29
the worst experience ever,1,2024-08-29
hussenaliumar,5,2024-08-29
